unique_id,name_id,party_abbrev,party_name,party_from,party_to,party_changed_name,party_simplified_name
Crouch1868,K7U,ALP,Australian Labor Party,1929-10-12,,,Labor
Crouch1868,K7U,PROT,Protectionist Party,,1910-04-13,,Protectionist Party
Cruickshank1853,K7X,PROT,Protectionist Party,1901-03-29,,,Protectionist Party
Culley1877,K7Z,ALP,Australian Labor Party,1928-11-17,,,Labor
Culpin1846,K87,ALP,Australian Labor Party,1903-12-16,,,Labor
Cunningham1889,K88,ALP,Australian Labor Party,1919-12-13,,,Labor
Cunningham1939,0G4,ALP,Australian Labor Party,1980-10-18,,,Labor
Curtin1885,009FQ,ALP,Australian Labor Party,,1931-12-19,,Labor
Curtin1885,009FQ,ALP,Australian Labor Party,1936-01-01,,,Labor
Curtin1885,009FQ,FLP,Federal Labor Party,1934-09-15,1936-01-01,,Federal Labor Party
Curtin1898,K8B,ALP,Australian Labor Party,1949-12-10,,,Labor
Cusack1868,K8G,ALP,Australian Labor Party,,,,Labor
Daly1912,6V4,ALP,Australian Labor Party,,,,Labor
Danby1955,WF6,ALP,Australian Labor Party,,,,Labor
Dankel1864,KC9,ALP,Australian Labor Party,,1917-02-17,,Labor
Dankel1864,KC9,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Dargavel1966,KP6,ALP,Australian Labor Party,,,,Labor
Darling1936,UD4,ALP,Australian Labor Party,,,,Labor
DAth1970,HVN,ALP,Australian Labor Party,,,,Labor
Davidson1897,KCA,CP,Australian Country Party,1949-12-10,,,Nationals
Davidson1897,KCA,LIB,Liberal Party of Australia,,1949-12-10,,Liberals
Davies1884,KCC,ALP,Australian Labor Party,,,,Labor
Davies1919,KCB,ALP,Australian Labor Party,,,,Labor
Davis1900,KCD,LIB,Liberal Party of Australia,,,,Liberals
Dawkins1947,5A5,ALP,Australian Labor Party,,,,Labor
Deahm1938,LV5,ALP,Australian Labor Party,,,,Labor
Deakin1856,009MD,LIB,Liberal Party of Australia,1910-01-01,,,Liberal Party of Australia
Deakin1856,009MD,PROT,Protectionist Party,,1910-01-01,,Protectionist Party
Dean1913,LLW,LIB,Liberal Party of Australia,,,,Liberals
Dean1942,KCE,LIB,Liberal Party of Australia,,,,Liberals
Debus1943,8IS,ALP,Australian Labor Party,,,,Labor
Dedman1896,KCF,ALP,Australian Labor Party,,,,Labor
Dein1889,JUD,UAP,United Australia Party,,,,United Australia Party
Dein1889,JUD,UAP,United Australia Party,,,,United Australia Party
Dennis1870,KCH,UAP,United Australia Party,,,,United Australia Party
Devine1923,KCI,ALP,Australian Labor Party,,,,Labor
Dick1972,53517,ALP,Australian Labor Party,,,,Labor
Dobie1927,3G4,LIB,Liberal Party of Australia,,,,Liberals
Dodd1953,EV5,ALP,Australian Labor Party,,,,Labor
Dondas1939,5M6,CLP,Country Liberal Party (Northern Territory),,,,Country Liberal Party (Northern Territory)
Downer1910,KCK,LIB,Liberal Party of Australia,,,,Liberals
Downer1951,4G4,LIB,Liberal Party of Australia,,,,Liberals
Doyle1922,KCL,ALP,Australian Labor Party,,,,Labor
Drakeford1878,KCM,ALP,Australian Labor Party,1936-01-01,,,Labor
Drakeford1878,KCM,FLP,Federal Labor Party,,1936-01-01,,Federal Labor Party
Draper1959,0L6,LIB,Liberal Party of Australia,,,,Liberals
Dreyfus1956,HWG,ALP,Australian Labor Party,,,,Labor
Drum1960,56430,NP,The Nationals,,,,The Nationals
Drummond1890,KCS,CP,Australian Country Party,,,,Nationals
Drummond1931,KCT,LIB,Liberal Party of Australia,,,,Liberals
Drury1911,KCU,LIB,Liberal Party of Australia,,,,Liberals
Dubois1940,5G4,ALP,Australian Labor Party,,,,Labor
Duffy1938,6G4,ALP,Australian Labor Party,,,,Labor
Duncan1945,7G4,ALP,Australian Labor Party,,,,Labor
DuncanHughes1882,JY7,LIB,Liberal Party of Australia,,1925-01-01,,Liberals
DuncanHughes1882,JY7,NAT,Nationalist Party,1925-01-01,1932-01-01,,Nationalist Party
DuncanHughes1882,JY7,UAP,United Australia Party,1932-01-01,,,United Australia Party
Duthie1912,KDA,ALP,Australian Labor Party,,,,Labor
Dutton1970,00AKI,LIB,Liberal Party of Australia,,,,Liberals
Easson1955,RU5,ALP,Australian Labor Party,,,,Labor
Edmonds1903,KDB,ALP,Australian Labor Party,,,,Labor
Edwards1842,KDF,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,,Anti-Socialist Party
Edwards1842,KDF,FT,Free Trade,1903-01-01,1906-01-01,,Free Trade
Edwards1842,KDF,LIB,Liberal Party of Australia,1910-01-01,,,Liberal Party of Australia
Edwards1842,KDF,PROT,Protectionist Party,,1903-01-01,,Protectionist Party
Edwards1855,KDD,FT,Free Trade,,1906-11-09,,Free Trade
Edwards1855,KDD,LIB,Liberal Party of Australia,1910-04-13,,,Liberal Party of Australia
Edwards1927,9G4,LIB,Liberal Party of Australia,,,,Liberals
Edwards1945,AG4,ALP,Australian Labor Party,,,,Labor
Edwards1946,83R,ALP,Australian Labor Party,,,,Labor
Eggins1898,KDH,CP,Australian Country Party,,,,Nationals
Einfeld1909,KDI,ALP,Australian Labor Party,,,,Labor
Eldridge1872,KDJ,ALP,Australian Labor Party,,1931-03-01,,Labor
Eldridge1872,KDJ,LANG LAB,Lang Labor Party,1931-03-01,,,Lang Labor Party
Ellicott1927,YF6,LIB,Liberal Party of Australia,,,,Liberals
Elliot1967,DZW,ALP,Australian Labor Party,,,,Labor
Elliott1954,6T4,ALP,Australian Labor Party,,,,Labor
Ellis1946,5K6,ALP,Australian Labor Party,,,,Labor
Ellis1977,DZU,ALP,Australian Labor Party,,,,Labor
Elson1947,6K6,LIB,Liberal Party of Australia,,,,Liberals
Emerson1954,83V,ALP,Australian Labor Party,,,,Labor
Enderby1926,8H7,ALP,Australian Labor Party,,,,Labor
England1911,KDN,CP,Australian Country Party,,1975-05-03,1.0,Nationals
England1911,KDN,NCP,National Country Party,1975-05-03,,,Nationals
Entsch1950,7K6,LIB,Liberal Party of Australia,,,,Liberals
Erwin1917,KDO,LIB,Liberal Party of Australia,,,,Liberals
Evans1944,VD4,ALP,Australian Labor Party,,,,Labor
Evans1981,61378,LIB,Liberal Party of Australia,,,,Liberals
EvansMartyn1953,N36,ALP,Australian Labor Party,,,,Labor
EvansRichard1953,3V5,LIB,Liberal Party of Australia,,,,Liberals
Evatt1894,DTN,ALP,Australian Labor Party,,,,Labor
Everingham1923,KDP,ALP,Australian Labor Party,,,,Labor
Everingham1943,7R5,CLP,Country Liberal Party (Northern Territory),,,,Country Liberal Party (Northern Territory)
Ewert1918,KDQ,ALP,Australian Labor Party,,,,Labor
Ewing1856,KDR,PROT,Protectionist Party,,,,Protectionist Party
Fadden1894,F4T,CP,Australian Country Party,,,,Nationals
Fahey1945,HQ5,LIB,Liberal Party of Australia,,,,Liberals
Failes1899,KDS,CP,Australian Country Party,,,,Nationals
Fairbairn1855,JYR,IND PROT,Independent Protectionist,,1910-01-01,,Independent Protectionist
Fairbairn1855,JYR,LIB,Liberal Party of Australia,1910-01-01,1917-07-01,,Liberal Party of Australia
Fairbairn1855,JYR,NAT,Nationalist Party,1917-07-01,,,Nationalist Party
Fairbairn1897,KEM,UAP,United Australia Party,,,,United Australia Party
Fairbairn1917,KDT,LIB,Liberal Party of Australia,,,,Liberals
Fairhall1909,KEN,LIB,Liberal Party of Australia,,,,Liberals
Falconer1943,KEO,LIB,Liberal Party of Australia,,,,Liberals
Falinski1970,G86,LIB,Liberal Party of Australia,,,,Liberals
Falkinder1921,KEP,LIB,Liberal Party of Australia,,,,Liberals
Falkiner1867,KES,LIB,Liberal Party of Australia,,1914-09-05,,Liberals
Falkiner1867,KES,NAT,Nationalist Party,1917-05-05,,,Nationalist Party
Falstein1914,KEU,ALP,Australian Labor Party,,,,Labor
Farmer1962,00AMO,LIB,Liberal Party of Australia,,,,Liberals
Fatin1941,WD4,ALP,Australian Labor Party,,,,Labor
Fawcett1963,DYU,LIB,Liberal Party of Australia,,,,Liberals
Feeney1970,I0O,ALP,Australian Labor Party,,,,Labor
Fenton1864,KEV,ALP,Australian Labor Party,,1931-01-01,,Labor
Fenton1864,KEV,UAP,United Australia Party,1931-01-01,,,United Australia Party
Ferguson1952,8T4,ALP,Australian Labor Party,,,,Labor
Ferguson1953,LS4,ALP,Australian Labor Party,,,,Labor
Ferguson1974,DYH,LIB,Liberal Party of Australia,,,,Liberals
Fife1929,CG4,LIB,Liberal Party of Australia,,,,Liberals
Filing1955,QT4,IND,Independent,1995-06-01,,,Independent
Filing1955,QT4,LIB,Liberal Party of Australia,,1995-06-01,,Liberals
Finlayson1867,KEX,ALP,Australian Labor Party,,,,Labor
Fischer1946,DG4,NPA,National Party of Australia,,,,Nationals
Fisher1862,F4N,ALP,Australian Labor Party,,,,Labor
Fisher1936,EG4,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Fisher1936,EG4,NCP,National Country Party,1975-05-03,1982-10-17,1.0,Nationals
Fisher1936,EG4,NPA,National Party of Australia,1982-10-17,,,Nationals
Fisken1897,KEZ,UAP,United Australia Party,,,,United Australia Party
Fitzgerald1910,JZB,ALP,Australian Labor Party,,,,Labor
Fitzgerald1910,JZB,ALP,Australian Labor Party,,,,Labor
Fitzgibbon1936,FG4,ALP,Australian Labor Party,,,,Labor
Fitzgibbon1962,8K6,ALP,Australian Labor Party,,,,Labor
FitzPatrick1915,KFB,ALP,Australian Labor Party,,,,Labor
Fleming1874,KFC,CP,Australian Country Party,1921-01-01,,,Nationals
Fleming1874,KFC,LIB,Liberal Party of Australia,,1917-02-17,,Liberals
Fleming1874,KFC,NAT,Nationalist Party,1917-02-17,1919-01-01,,Nationalist Party
Fleming1874,KFC,NAT & FARMERS,Nationalist and Farmers,1919-01-01,1921-01-01,,Nationalist and Farmers
Fletcher1965,L6B,LIB,Liberal Party of Australia,,,,Liberals
Flint1978,245550,LIB,Liberal Party of Australia,,,,Liberals
Foley1872,KFF,NAT,Nationalist Party,,,,Nationalist Party
Forbes1923,KFH,LIB,Liberal Party of Australia,,,,Liberals
Ford1936,RT4,LIB,Liberal Party of Australia,,,,Liberals
Forde1890,F4U,ALP,Australian Labor Party,,1931-01-01,,Labor
Forde1890,F4U,ALP,Australian Labor Party,1936-01-01,,,Labor
Forde1890,F4U,FLP,Federal Labor Party,1931-01-01,1936-01-01,,Federal Labor Party
Forrest1847,KFJ,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Forrest1847,KFJ,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Forrest1847,KFJ,PROT,Protectionist Party,,1906-01-01,,Protectionist Party
Forrest1847,KFJ,WAP,Western Australia Party,1906-01-01,1910-01-01,,Western Australia Party
Forrest1949,NV5,NP,The Nationals,2003-10-01,,,Nationals
Forrest1949,NV5,NPA,National Party of Australia,,2003-10-01,,Nationals
Foster1856,KFP,ANTI-SOC,Anti-Socialist Party,,1910-01-01,,Anti-Socialist Party
Foster1856,KFP,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Foster1856,KFP,LIB,Liberal Party of Australia,1922-01-01,1925-01-01,,Liberal Party of Australia
Foster1856,KFP,NAT,Nationalist Party,1917-02-17,1922-01-01,,Nationalist Party
Foster1856,KFP,NAT,Nationalist Party,1925-01-01,,,Nationalist Party
Foster1872,KFN,ALP,Australian Labor Party,,,,Labor
Foster1921,KFO,ALP,Australian Labor Party,,,,Labor
Fowler1865,JWG,ALP,Australian Labor Party,,1910-01-01,,Labor
Fowler1865,JWG,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Fowler1865,JWG,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Fox1912,JWI,LIB,Liberal Party of Australia,,,,Liberals
Foxton1849,JWJ,ANTI-SOC,Anti-Socialist Party,,,,Anti-Socialist Party
Francis1873,JWQ,NAT,Nationalist Party,,,,Nationalist Party
Francis1881,JWN,IND NAT,Independent National(ist),,1922-01-01,,Independent National(ist)
Francis1881,JWN,NAT,Nationalist Party,1922-01-01,,,Nationalist Party
Francis1890,JWT,LIB,Liberal Party of Australia,1941-01-01,,,Liberal Party of Australia
Francis1890,JWT,NAT,Nationalist Party,,1931-01-01,,Nationalist Party
Francis1890,JWT,UAP,United Australia Party,1931-01-01,1941-01-01,,United Australia Party
Fraser1902,JWU,ALP,Australian Labor Party,,,,Labor
Fraser1908,JWX,ALP,Australian Labor Party,,,,Labor
Fraser1930,QS4,LIB,Liberal Party of Australia,,,,Liberals
Frazer1880,JX9,ALP,Australian Labor Party,,,,Labor
Free1943,HG4,ALP,Australian Labor Party,,,,Labor
Freelander1953,265979,ALP,Australian Labor Party,,,,Labor
Freeth1914,JXI,LIB,Liberal Party of Australia,,,,Liberals
Frost1882,JXL,ALP,Australian Labor Party,,1931-12-19,,Labor
Frost1882,JXL,ALP,Australian Labor Party,1936-01-01,,,Labor
Frost1882,JXL,FLP,Federal Labor Party,1934-09-15,1936-01-01,,Federal Labor Party
Fry1920,JXQ,ALP,Australian Labor Party,,,,Labor
Frydenberg1971,FKL,LIB,Liberal Party of Australia,,,,Liberals
Fuller1861,JZF,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,,Anti-Socialist Party
Fuller1861,JZF,FT,Free Trade,,1906-01-01,,Free Trade
Fuller1861,JZF,LIB,Liberal Party of Australia,1910-01-01,,,Liberal Party of Australia
Fuller1893,JYV,ALP,Australian Labor Party,,,,Labor
Fulton1909,JZP,ALP,Australian Labor Party,,,,Labor
Fysh1835,JZT,ANTI-SOC,Anti-Socialist Party,1906-01-01,,,Anti-Socialist Party
Fysh1835,JZT,FT,Free Trade,,1903-12-16,,Free Trade
Fysh1835,JZT,PROT,Protectionist Party,1903-12-16,1906-01-01,,Protectionist Party
Gabb1882,K0A,ALP,Australian Labor Party,,1931-01-01,,Labor
Gabb1882,K0A,UAP,United Australia Party,1931-01-01,,,United Australia Party
Gaha1894,K0E,ALP,Australian Labor Party,,,,Labor
Gallus1943,CU4,LIB,Liberal Party of Australia,,,,Liberals
Galvin1911,K97,ALP,Australian Labor Party,,,,Labor
Gambaro1958,9K6,LIB,Liberal Party of Australia,,,,Liberals
Gander1888,K9A,ALP,Australian Labor Party,1936-01-01,1940-01-01,,Labor
Gander1888,K9A,ALP (N-C),Australian Labor Party (Non-Communist),1940-01-01,,,Australian Labor Party (Non-Communist)
Gander1888,K9A,LANG LAB,Lang Labor Party,,1936-01-01,,Lang Labor Party
Garden1882,K9C,ALP,Australian Labor Party,1936-01-01,,,Labor
Garden1882,K9C,LANG LAB,Lang Labor Party,,1936-01-01,,Lang Labor Party
Gardner1884,K9H,NAT,Nationalist Party,,1931-01-01,,Nationalist Party
Gardner1884,K9H,UAP,United Australia Party,1931-01-01,,,United Australia Party
Garland1934,K9L,LIB,Liberal Party of Australia,,,,Liberals
Garrett1953,HV4,ALP,Australian Labor Party,,,,Labor
Garrick1918,L6X,ALP,Australian Labor Party,,,,Labor
Gash1944,AK6,LIB,Liberal Party of Australia,,,,Liberals
Gayler1943,PG4,ALP,Australian Labor Party,,,,Labor
Gear1947,QG4,ALP,Australian Labor Party,,,,Labor
Gee1968,261393,NP,The Nationals,,,,The Nationals
Gellibrand1872,K9S,NAT,Nationalist Party,,,,Nationalist Party
Georganas1959,DZY,ALP,Australian Labor Party,,,,Labor
George1947,JH5,ALP,Australian Labor Party,,,,Labor
Georgiou1947,HM5,LIB,Liberal Party of Australia,,,,Liberals
Gerick1963,83W,ALP,Australian Labor Party,,,,Labor
Gibb1843,KAN,FT,Free Trade,,,,Free Trade
Gibbons1887,KAQ,ALP,Australian Labor Party,,,,Labor
Gibbons1949,83X,ALP,Australian Labor Party,,,,Labor
Gibbs1922,KAR,LIB,Liberal Party of Australia,,,,Liberals
Gibson1869,KAY,CP,Australian Country Party,1920-01-01,,,Nationals
Gibson1869,KAY,FU,Farmers Union,,1919-01-01,,Farmers Union
Gibson1869,KAY,VFU,Victorian Farmers Union,1919-01-01,1920-01-01,,Victorian Farmers Union
Gibson1935,KAU,LIB,Liberal Party of Australia,,,,Liberals
Gibson1954,ST4,ALP,Australian Labor Party,,,,Labor
Giles1923,KB8,LIB,Liberal Party of Australia,,,,Liberals
Giles1973,243609,ALP,Australian Labor Party,,,,Labor
Gillard1920,KBE,LIB,Liberal Party of Australia,,,,Liberals
Gillard1961,83L,ALP,Australian Labor Party,,,,Labor
Gillespie1957,72184,NP,The Nationals,,,,The Nationals
Gilmore1908,KBF,CP,Australian Country Party,,,,Nationals
Glynn1855,KCO,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,,Anti-Socialist Party
Glynn1855,KCO,FT,Free Trade,,1906-01-01,,Free Trade
Glynn1855,KCO,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Glynn1855,KCO,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Goodenough1975,74046,LIB,Liberal Party of Australia,,,,Liberals
Goodluck1933,XD4,LIB,Liberal Party of Australia,,,,Liberals
Gordon1865,KCP,LIB,Liberal Party of Australia,,,,Liberals
Gorman1926,YG4,ALP,Australian Labor Party,,,,Labor
Gorman1984,74519,ALP,Australian Labor Party,,,,Labor
Gorton1911,KH5,IND,Independent,1975-05-23,,,Independent
Gorton1911,KH5,LIB,Liberal Party of Australia,,1975-05-23,,Liberals
Gosling1971,245392,ALP,Australian Labor Party,,,,Labor
Grace1931,ZG4,ALP,Australian Labor Party,,,,Labor
Grace1940,ML6,LIB,Liberal Party of Australia,,,,Liberals
Graham1919,KCQ,LIB,Liberal Party of Australia,,,,Liberals
Grassby1926,8V4,ALP,Australian Labor Party,,,,Labor
Gray1908,KF5,ALP,Australian Labor Party,,,,Labor
Gray1958,8W5,ALP,Australian Labor Party,,,,Labor
Grayden1920,KF8,LIB,Liberal Party of Australia,,,,Liberals
Green1869,KF9,ALP,Australian Labor Party,,1931-01-01,,Labor
Green1869,KF9,ALP,Australian Labor Party,1936-01-01,,,Labor
Green1869,KF9,FLP,Federal Labor Party,1931-01-01,1936-01-01,,Federal Labor Party
Green1885,KFA,CP,Australian Country Party,,,,Nationals
Greenup1902,KFD,ALP,Australian Labor Party,,,,Labor
Gregory1860,KFE,CP,Australian Country Party,1920-01-01,,,Nationals
Gregory1860,KFE,LIB,Liberal Party of Australia,,1917-02-17,,Liberals
Gregory1860,KFE,NAT,Nationalist Party,1917-02-17,1920-01-01,,Nationalist Party
Grierson1951,00AMP,ALP,Australian Labor Party,,,,Labor
Griffin1960,VU5,ALP,Australian Labor Party,,,,Labor
Griffiths1903,KFG,ALP,Australian Labor Party,,,,Labor
Griffiths1952,0H4,ALP,Australian Labor Party,,,,Labor
Griggs1969,220370,CLP,Country Liberal Party (Northern Territory),,,,Country Liberal Party (Northern Territory)
Groom1833,KFL,PROT,Protectionist Party,,,,Protectionist Party
Groom1852,KFI,FT,Free Trade,,,,Free Trade
Groom1867,KFK,IND,Independent,1931-12-19,1934-01-01,,Independent
Groom1867,KFK,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Groom1867,KFK,NAT,Nationalist Party,1917-02-17,1929-10-12,,Nationalist Party
Groom1867,KFK,PROT,Protectionist Party,,1910-01-01,,Protectionist Party
Groom1867,KFK,UAP,United Australia Party,1934-01-01,,,United Australia Party
Groom1944,QK5,LIB,Liberal Party of Australia,,,,Liberals
Gullett1878,KFS,NAT,Nationalist Party,,1931-01-01,,Nationalist Party
Gullett1878,KFS,UAP,United Australia Party,1931-01-01,,,United Australia Party
Gullett1914,KFQ,LIB,Liberal Party of Australia,,,,Liberals
Gun1936,KFU,ALP,Australian Labor Party,,,,Labor
Guy1890,KFW,ALP,Australian Labor Party,,1931-01-01,,Labor
Guy1890,KFW,LIB,Liberal Party of Australia,1944-01-01,,,Liberal Party of Australia
Guy1890,KFW,UAP,United Australia Party,1931-01-01,1944-01-01,,United Australia Party
Haase1945,84T,LIB,Liberal Party of Australia,,,,Liberals
Hadley1893,KFX,ALP,Australian Labor Party,,,,Labor
Haines1961,282335,IND,Independent,,,,Independent
Halbert1910,KFZ,LIB,Liberal Party of Australia,,,,Liberals
Hale1969,HWD,ALP,Australian Labor Party,,,,Labor
Hall1874,L6Z,ALP,Australian Labor Party,,,,Labor
Hall1928,2H4,LIB,Liberal Party of Australia,1976-06-01,,,Liberal Party of Australia
Hall1928,2H4,LM,Liberal Movement,,1976-06-01,,Liberal Movement
Hall1949,83N,ALP,Australian Labor Party,,,,Labor
Hallett1917,KGA,CP,Australian Country Party,,,,Nationals
Halverson1937,3H4,LIB,Liberal Party of Australia,,,,Liberals
Hamer1923,4H4,LIB,Liberal Party of Australia,,,,Liberals
Hamilton1899,KGC,CP,Australian Country Party,,,,Nationals
Hamilton1979,291387,LIB,Liberal Party of Australia,,,,Liberals
Hammond1968,80072,LIB,Liberal Party of Australia,,,,Liberals
Hammond1975,80109,ALP,Australian Labor Party,,,,Labor
Hampson1864,L77,ALP,Australian Labor Party,,,,Labor
Hand1942,5H4,ALP,Australian Labor Party,,,,Labor
Handby1903,KGF,LIB,Liberal Party of Australia,,,,Liberals
Hannan1873,KGG,ALP,Australian Labor Party,,,,Labor
Hansen1922,KGH,ALP,Australian Labor Party,,,,Labor
Hanson1954,BK6,IND,Independent,,1997-06-01,,Independent
Hanson1954,BK6,PHON,Pauline Hansons One Nation,1997-06-01,,,Pauline Hansons One Nation
